"","Area.Code","Area.Name","Time.period","Value","Decile"
"61401","G83013","Blackheath Standard Pms",2019,21.26667547,5
"61402","G83015","Eltham Palace Pms",2019,26.15848609,7
"61403","G83016","Royal Arsenal Medical Centre",2019,21.17139867,5
"61404","G83018","Lakeside Medical",2019,28.07429431,7
"61405","G83019","Plumstead H/C Pms",2019,23.89619751,6
"61406","G83021","Vanbrugh Group Practice",2019,22.4236016,6
"61407","G83022","Dr V Sandrasagra's Practice",2019,13.66619219,3
"61408","G83024","Ingleton Avenue Surgery",2019,10.72288233,2
"61409","G83025","Welling Medical Practice",2019,13.34637951,3
"61410","G83026","Triveni Pms",2019,29.47670367,8
"61411","G83027","Sherard Road Medical Centre",2019,27.99093011,7
"61412","G83028","Bexley Group Practice",2019,16.19776091,4
"61413","G83029","Plas Meddyg Surgery",2019,8.100445882,1
"61414","G83030","All Saints Medical Centre Pms",2019,24.98987606,7
"61415","G83031","Abbey Wood Surgery",2019,32.72324563,8
"61416","G83033","Dr Thavapalan and Partners",2019,10.2686042,2
"61417","G83034","Eltham Park Surgery",2019,15.55896059,4
"61418","G83037","Bulbanks Medical Centre",2019,24.43151679,6
"61419","G83039","St Marks Pms",2019,26.76533415,7
"61420","G83044","Fairfield Pms",2019,28.82523619,7
"61421","G83046","Bursted Wood Surgery",2019,14.43608567,3
"61422","G83047","Station Road Surgery",2019,11.63668683,2
"61423","G83049","Lyndhurst Road Medical Centre",2019,13.85621886,3
"61424","G83052","Belvedere Medical Centre",2019,20.16479018,5
"61425","G83053","Bexley Medical Group",2019,16.08356332,4
"61426","G83057","Woodlands Surgery",2019,10.78127495,2
"61427","G83058","Primecare Pms (South Street)",2019,23.29697423,6
"61428","G83060","Glyndon Pms",2019,29.78609738,8
"61429","G83061","Crook Log Surgery",2019,11.74634217,2
"61430","G83062","Slade Green Medical Ctr.",2019,27.62020423,7
"61431","G83065","Burney Street Pms",2019,21.1145521,5
"61432","G83066","Sidcup Medical Centre",2019,15.98158596,4
"61433","G83067","Valentine Health Partnership",2019,29.02236492,8
"61434","G83628","New Eltham and Blackfen Medical Centre",2019,12.67751027,2
"61435","G83630","Riverside Surgery",2019,26.74012326,7
"61436","G83631","Abbeyslade Pms (Dr Chand)",2019,24.68432388,6
"61437","G83633","Conway Pms",2019,20.80647296,5
"61438","G83635","Waverley Pms",2019,22.50784288,6
"61439","G83641","Plumbridge Medical Centre",2019,25.58383046,7
"61440","G83642","Crayford Town Surgery",2019,20.91191641,5
"61441","G83647","Mostafa Pms",2019,25.83121596,7
"61442","G83651","Woodlands Surgery",2019,24.17743983,6
"61443","G83654","Bannockburn Surgery",2019,25.74699759,7
"61444","G83663","Briset Corner Surgery",2019,28.93298894,8
"61445","G83673","Elmstead Medical Clinic",2019,24.14504044,6
"61446","G83680","Eltham Medical Practice",2019,23.04142302,6
"61447","G84001","South View Partnership",2019,10.68695675,2
"61448","G84002","Dysart Surgery",2019,9.056090112,1
"61449","G84003","Links Medical Practice",2019,29.64799192,8
"61450","G84004","Stock Hill Surgery",2019,10.79066086,2
"61451","G84005","Derry Downs Surgery",2019,24.99229795,7
"61452","G84006","Summercroft Surgery",2019,8.484968379,1
"61453","G84007","Poverest Medical Centre",2019,22.30134166,6
"61454","G84008","Manor Road Surgery",2019,10.73578768,2
"61455","G84009","Family Surgery",2019,8.817057746,1
"61456","G84010","Chislehurst Medical Practice",2019,9.681902608,1
"61457","G84011","Eden Park Surgery",2019,11.53258117,2
"61458","G84013","St Mary Cray Practice",2019,30.62711836,8
"61459","G84015","Station Road Surgery",2019,7.23158725,1
"61460","G84016","London Lane Clinic",2019,13.83017834,3
"61461","G84017","Addington Road Surgery",2019,8.260130348,1
"61462","G84018","Cornerways Surgery",2019,8.4353939,1
"61463","G84019","Broomwood Road Surgery",2019,31.53184342,8
"61464","G84020","Chelsfield Surgery",2019,9.495768707,1
"61465","G84021","Charterhouse Surgery",2019,8.897437889,1
"61466","G84022","Trinity Medical Centre",2019,24.44243767,6
"61467","G84023","Southborough Lane Surgery",2019,13.92661596,3
"61468","G84024","Bromley Common Practice",2019,14.98898408,3
"61469","G84025","The Park Practice",2019,25.55194172,7
"61470","G84027","Elm House Surgery",2019,10.9993825,2
"61471","G84028","St James' Practice",2019,13.02410103,3
"61472","G84029","Robin Hood Surgery",2019,23.75878866,6
"61473","G84030","Forge Close Surgery",2019,6.823544332,1
"61474","G84032","Knoll Medical Practice",2019,12.3679632,2
"61475","G84033","Pickhurst Surgery",2019,7.240986718,1
"61476","G84035","Tudor Way Surgery",2019,7.827468935,1
"61477","G84039","Norheads Lane Surgery",2019,10.81901645,2
"61478","G84040","Ballater Surgery",2019,13.23892484,3
"61479","G84041","Gillmans Road Surgery",2019,24.71861673,6
"61480","G84604","Highland Road Surgery",2019,12.7460584,2
"61481","G84607","Wickham Park Surgery",2019,12.62654715,2
"61482","G84609","Bank House Surgery",2019,12.07734902,2
"61483","G84621","Whitehouse Surgery",2019,7.94128843,1
"61484","G84624","Anerley Surgery",2019,25.5566689,7
"61485","G84625","Oakfield Surgery",2019,25.0767022,7
"61486","G84627","Green Street Green Med Ct",2019,9.368195922,1
"61487","G84628","Cross Hall Surgery",2019,31.79314966,8
"61488","G84629","Sundridge Medical Centre",2019,15.92743864,4
"61489","G84630","Crescent Surgery",2019,23.32442318,6
"61490","G85001","Forest Hill Group Practice",2019,16.91905486,4
"61491","G85002","Streatham High Practice",2019,22.96255479,6
"61492","G85003","Belmont Hill Surgery",2019,21.85442615,6
"61493","G85004","The Jenner Practice",2019,22.52060874,6
"61494","G85005","South Lewisham Group Practice",2019,30.16821199,8
"61495","G85006","The Acorn & Gaumont House Surgery",2019,33.54433746,9
"61496","G85008","Mornington Surgery",2019,30.29858633,8
"61497","G85011","Clapham Family Practice",2019,23.03773514,6
"61498","G85013","Dr Rs Durston's Practice",2019,28.18692296,7
"61499","G85014","Streatham Common Group Practice",2019,20.76754054,5
"61500","G85015","The Qrp Surgery",2019,29.83049359,8
"61501","G85016","Herne Hill Group Practice",2019,20.88148398,5
"61502","G85019","Trafalgar Surgery",2019,32.12701282,8
"61503","G85020","Kingfisher Medical Centre",2019,26.98663801,7
"61504","G85021","Dr. Masterton's Surgery",2019,23.7859445,6
"61505","G85022","North Wood Group Practice",2019,26.03294044,7
"61506","G85023","Lewisham Medical Centre",2019,23.40010355,6
"61507","G85024","Sydenham Green Group Practice",2019,27.25462674,7
"61508","G85025","Brixton Hill Group Practice",2019,25.81380412,7
"61509","G85026","Clifton Rise Family Practice",2019,30.71259023,8
"61510","G85027","Burnt Ash Surgery",2019,21.36376248,5
"61511","G85028","Stockwell Group Practice",2019,32.47199586,8
"61512","G85029","Falmouth Road Group Practice",2019,31.0332527,8
"61513","G85030","Parkside Medical Centre",2019,30.12654212,8
"61514","G85031","Dmc Chadwick Road",2019,23.63233581,6
"61515","G85032","Torridon Road Medical Practice",2019,23.80924964,6
"61516","G85034","Nexus Health Group",2019,28.53542449,7
"61517","G85035","Morden Hill Surgery",2019,25.81447356,7
"61518","G85038","St Johns Medical Centre",2019,25.15512898,7
"61519","G85039","Paxton Green Group Practice",2019,26.49628084,7
"61520","G85040","Queens Road Surgery",2019,33.36426649,9
"61521","G85041","Palace Road Surgery",2019,26.41067032,7
"61522","G85042","St Giles Surgery",2019,29.23066886,8
"61523","G85044","Valley Road Surgery",2019,22.09852751,6
"61524","G85045","Hetherington Group Practice",2019,26.23312588,7
"61525","G85046","Lee Road Surgery",2019,14.97311928,3
"61526","G85047","Knights Hill Surgery Suite 1",2019,26.34650153,7
"61527","G85048","The Brockley Road Surgery",2019,17.76199204,4
"61528","G85050","Sir John Kirk Close Surgery",2019,29.93141931,8
"61529","G85051","Elm Lodge Surgery",2019,12.47965057,2
"61530","G85052","Old Kent Road Surgery",2019,31.00782533,8
"61531","G85053","Hurley and Riverside Practices",2019,27.72429802,7
"61532","G85054","Lambeth Walk Group Practice",2019,26.93712824,7
"61533","G85055","Hilly Fields Medical Centre",2019,20.94880354,5
"61534","G85057","Downham Family Medical Practice",2019,32.75006727,8
"61535","G85061","Woolstone Medical Centre",2019,24.7156591,6
"61536","G85073","Vassall Medical Centre",2019,29.08273535,8
"61537","G85076","New Cross Centre (Hurley Group)",2019,29.46607034,8
"61538","G85081","Sydenham Surgery",2019,25.03877622,7
"61539","G85082","Dr Rhk Sinha's Practice",2019,30.64898495,8
"61540","G85083","Sandmere Practice",2019,27.5400045,7
"61541","G85084","Penrose Surgery",2019,30.64029948,8
"61542","G85085","Grove Medical Centre",2019,27.38275037,7
"61543","G85086","The South Lambeth Rd Practice",2019,27.92848556,7
"61544","G85087","Silverlock Medical Centre",2019,29.66785866,8
"61545","G85089","Honor Oak Group Practice",2019,24.28136217,6
"61546","G85091","The Three Zero Six Medical Centre",2019,17.03085077,4
"61547","G85096","The Vale Surgery",2019,21.29898768,5
"61548","G85100","Beckett House Practice",2019,29.6771597,8
"61549","G85102","The Vauxhall Surgery",2019,28.16377343,7
"61550","G85104","Ico Health Group",2019,31.45842119,8
"61551","G85105","Vesta Road Surgery",2019,21.90833238,6
"61552","G85106","Dr Kk Misra's Practice",2019,27.47767234,7
"61553","G85109","Clapham Park Group Practice",2019,20.4834,5
"61554","G85112","The Hambleden Clinic",2019,19.93701247,5
"61555","G85114","Wells Park Practice",2019,26.07824967,7
"61556","G85118","Streatham Place Surgery",2019,25.09302447,7
"61557","G85119","Sternhall Lane Surgery",2019,27.87652985,7
"61558","G85120","Triangle Group Practice",2019,30.15403256,8
"61559","G85121","Parkview Surgery",2019,29.03904622,8
"61560","G85123","Binfield Road Surgery",2019,28.7735002,7
"61561","G85124","Bellingham Green Surgery",2019,41.38097225,10
"61562","G85125","Park Medical Centre",2019,31.54485596,8
"61563","G85127","The Corner Surgery",2019,27.85428257,7
"61564","G85129","The Deerbrook Surgery",2019,25.114753,7
"61565","G85130","Mawbey Group Practice",2019,28.56421397,7
"61566","G85132","Tessa Jowell Gp Surgery",2019,19.89760223,5
"61567","G85134","The Lister Primary Care Centre",2019,31.20135794,8
"61568","G85135","Minet Green Health Practice",2019,32.74594339,8
"61569","G85136","Waterloo Health Centre",2019,22.66093113,6
"61570","G85137","Brockwell Park Surgery",2019,23.71445273,6
"61571","G85138","Albion Street Group Practice",2019,20.82698523,5
"61572","G85623","Bermondsey Spa Medical Centre",2019,26.78742164,7
"61573","G85632","The Villa Street Medical Centre",2019,32.86974121,8
"61574","G85633","Novum Health Partnership",2019,29.98031441,8
"61575","G85642","Blackfriars Medical Practice",2019,22.4014509,6
"61576","G85644","The Gardens Surgery",2019,19.0329281,5
"61577","G85647","The Exchange Surgery",2019,23.04467467,6
"61578","G85651","The Dulwich Medical Centre",2019,17.64593065,4
"61579","G85662","The Streatham Hill Group Practice",2019,23.28316296,6
"61580","G85673","Springfield Medical Centre",2019,29.36695025,8
"61581","G85674","Grafton Square Surgery",2019,19.79000521,5
"61582","G85681","The Lordship Lane Surgery",2019,21.12589095,5
"61583","G85685","The Nunhead Surgery",2019,28.15553963,7
"61584","G85690","Herne Hill Road Medical Practice",2019,29.18950242,8
"61585","G85695","Akerman Medical Practice",2019,30.08776386,8
"61586","G85696","Vale Medical Centre",2019,23.81768147,6
"61587","G85698","Amersham Vale Training Practice",2019,30.38105236,8
"61588","G85705","The New Mill Street Surgery",2019,15.31184937,3
"61589","G85706","The Old Dairy Health Centre",2019,18.01599405,4
"61590","G85708","Dr Curran & Partners",2019,22.98740665,6
"61591","G85711","Deptford Surgery",2019,29.24550645,8
"61592","G85712","Avicenna Health Centre",2019,29.4215864,8
"61593","G85715","The Lister Practice",2019,31.43618643,8
"61594","G85716","Oakview Family Practice",2019,33.03581094,8
"61595","G85717","Dr Bk Batra's Practice",2019,31.64357537,8
"61596","G85721","Dr At Bradford's Practice",2019,33.40613341,9
"61597","G85722","Woodlands Health Centre",2019,27.14109382,7
"61598","G85724","Edith Cavell Practice",2019,22.81753453,6
"61599","G85726","St Giles Surgery Dr Patel",2019,29.18595291,8
"61600","G85727","Nightingale Surgery",2019,21.59185069,6
"61601","G85736","Deptford Medical Centre",2019,29.15214455,8
"61602","H81002","Knowle Green Medical",2019,13.63849682,3
"61603","H81003","Sunbury Group Practice",2019,14.49615358,3
"61604","H81004","Shepperton Medical Practice",2019,11.67445789,2
"61605","H81005","Pond Tail Surgery",2019,18.4727076,5
"61606","H81006","Austen Road Surgery",2019,7.038691151,1
"61607","H81007","Rowan Tree Practice",2019,7.264987856,1
"61608","H81009","Studholme Medical Centre",2019,13.27600397,3
"61609","H81010","Guildowns Group Practice",2019,9.971164818,1
"61610","H81011","Nork Clinic",2019,6.562532625,1
"61611","H81013","Bartlett Group Practice",2019,9.753878568,1
"61612","H81015","Chobham & West End Medical Practice",2019,6.510324908,1
"61613","H81016","Fairfield Medical Centre",2019,6.982866111,1
"61614","H81017","Ashlea Medical Practice",2019,8.02225931,1
"61615","H81019","Sunny Meed Surgery",2019,11.0129646,2
"61616","H81020","Fort House Surgery",2019,9.078903503,1
"61617","H81021","The Mill Medical Practice",2019,8.543510828,1
"61618","H81022","Chiddingfold Surgery",2019,9.544947747,1
"61619","H81023","Lingfield Surgery",2019,14.34764708,3
"61620","H81024","Goldsworth Park Health Centre",2019,11.34729476,2
"61621","H81025","St John's Family Practice",2019,9.141801575,1
"61622","H81026","Binscombe Medical Centre",2019,10.06361467,2
"61623","H81027","The Ferns Medical Practice",2019,8.577243645,1
"61624","H81028","Dorking Medical Practice",2019,10.37063644,2
"61625","H81029","Dapdune House Surgery",2019,11.20260782,2
"61626","H81030","Greystone House Surgery",2019,11.70913727,2
"61627","H81031","Witley Surgery",2019,8.548148009,1
"61628","H81032","Heathcot Medical Practice",2019,9.993750612,1
"61629","H81033","Chertsey Health Centre",2019,14.96937561,3
"61630","H81034","Madeira Medical",2019,7.928434449,1
"61631","H81035","Merrow Park Surgery",2019,6.281785997,1
"61632","H81036","Parishes Bridge Med.Pract",2019,8.56427457,1
"61633","H81037","Birchwood Medical Practice",2019,13.13708285,3
"61634","H81038","Littleton Surgery",2019,6.037385122,1
"61635","H81039","Park House Surgery",2019,8.890757749,1
"61636","H81040","Station Road Surgery",2019,8.365185716,1
"61637","H81041","Southview Medical Practice",2019,12.55257799,2
"61638","H81042","Crouch Oak Family Practice",2019,13.56593144,3
"61639","H81043","Wonersh Surgery",2019,6.201407432,1
"61640","H81044","Springfield Surgery",2019,7.531423544,1
"61641","H81045","Caterham Valley Med.Pract",2019,10.16085428,2
"61642","H81046","Wayside Medical Practice",2019,13.7996515,3
"61643","H81047","Runnymede Medical Practice",2019,10.31776143,2
"61644","H81048","Holmhurst Medical Centre",2019,10.97096869,2
"61645","H81050","Wey Family Practice",2019,8.011904582,1
"61646","H81051","Derby Medical Centre",2019,10.71647158,2
"61647","H81052","Cranleigh Medical Practice",2019,7.723011341,1
"61648","H81053","Villages Medical Ctr",2019,10.51225491,2
"61649","H81055","Hawthorns Surgery",2019,11.95330899,2
"61650","H81056","Oxted Health Centre",2019,10.17489108,2
"61651","H81057","Fordbridge Medical Centre",2019,13.8273633,3
"61652","H81058","Woodlands Road Medical Centre",2019,12.17171782,2
"61653","H81060","Townhill Medical Practice",2019,10.68730773,2
"61654","H81061","Hillview Medical Centre",2019,10.97136023,2
"61655","H81062","Haslemere Health Centre",2019,7.244638045,1
"61656","H81064","Fairlands Medical Practice",2019,10.52237845,2
"61657","H81065","Hersham Surgery",2019,10.21419206,2
"61658","H81066","Grove Medical Centre",2019,11.56419607,2
"61659","H81067","Cobham Health Centre",2019,9.982765879,1
"61660","H81068","Brockwood Medical Practice",2019,11.73236158,2
"61661","H81069","Park Road Group Practice",2019,8.843488737,1
"61662","H81070","Heathcote Medical Centre",2019,9.014361495,1
"61663","H81071","Ashley Centre Surgery",2019,11.48624742,2
"61664","H81072","Medwyn Surgery",2019,10.05750266,1
"61665","H81073","Church Street Practice",2019,6.752867144,1
"61666","H81074","St Stephens House Surgery",2019,5.593959088,1
"61667","H81075","Upper Gordon Road Surgery",2019,10.33861892,2
"61668","H81076","Grayshott Surgery",2019,7.307568465,1
"61669","H81077","Shere Surgery/Dispensary",2019,9.61143692,1
"61670","H81078","Glenlyn Medical Centre",2019,8.033835256,1
"61671","H81079","Staines Thameside Medical",2019,12.03403739,2
"61672","H81080","Longcroft Clinic",2019,8.481717097,1
"61673","H81081","Tadworth Medical Centre",2019,14.26778273,3
"61674","H81082","Camberley Health Centre",2019,12.38116778,2
"61675","H81083","Moat House Surgery",2019,18.4288371,4
"61676","H81084","The Horsley Medical Practice",2019,5.456849942,1
"61677","H81085","St.Luke's Surgery",2019,6.79891329,1
"61678","H81086","Thorkhill Surgery",2019,5.352046058,1
"61679","H81087","St David's Family Practice",2019,24.73015997,6
"61680","H81088","Downing Street Group Practice",2019,7.685375299,1
"61681","H81089","The Wall House Surgery",2019,8.993285714,1
"61682","H81090","Woodbridge Hill Surgery",2019,11.34212529,2
"61683","H81091","Spring Street Surgery",2019,8.347978477,1
"61684","H81094","The Red Practice Walton",2019,11.30157498,2
"61685","H81095","The Yellow Practice",2019,11.90522972,2
"61686","H81097","River Wey Medical Practice",2019,8.717146088,1
"61687","H81099","Esher Green Surgery",2019,7.471360102,1
"61688","H81101","Whyteleafe Surgery",2019,9.835766238,1
"61689","H81103","Eastwick Park Med.Pract.",2019,6.350433699,1
"61690","H81104","Stanwell Road Surgery",2019,15.20150134,3
"61691","H81107","Oxshott Medical Practice",2019,4.792572957,1
"61692","H81109","Capelfield Surgery",2019,5.061241318,1
"61693","H81110","Holly Tree Surgery",2019,5.297031118,1
"61694","H81111","Virginia Water Medical Practice",2019,6.075424636,1
"61695","H81113","Leith Hill Practice",2019,13.28320058,3
"61696","H81116","Elizabeth House Medical Practice",2019,10.49698177,2
"61697","H81119","Warlingham Green Med Prac",2019,11.80096569,2
"61698","H81122","Hythe Medical Centre Surgery",2019,13.31960566,3
"61699","H81123","Sheerwater Health Centre",2019,22.754665,6
"61700","H81126","Tattenham Health Centre",2019,8.95680491,1
"61701","H81128","Vine Medical Centre",2019,8.390957016,1
"61702","H81129","Pirbright Surgery",2019,6.303761119,1
"61703","H81130","Lightwater Surgery",2019,5.225127149,1
"61704","H81131","Dr S Morcos",2019,11.556375,2
"61705","H81132","Guildford Rivers Practice",2019,9.246860418,1
"61706","H81133","The Integrated Care Partnership",2019,8.974005351,1
"61707","H81134","Staines Health Group",2019,12.95969946,3
"61708","H81613","Stoneleigh Surgery",2019,5.194264959,1
"61709","H81615","Farnham Dene Medical Practice",2019,6.676501695,1
"61710","H81618","Molebridge Practice",2019,9.32331969,1
"61711","H81632","The Orchard Surgery",2019,13.54672748,3
"61712","H81638","Smallfield Surgery",2019,15.00148913,3
"61713","H81641","The Practice College Road",2019,19.9329408,5
"61714","H81642","Upper Halliford Medical Centre",2019,15.3175656,3
"61715","H81643","Maybury Surgery",2019,19.52157588,5
"61716","H81644","Fountain Practice",2019,9.018829407,1
"61717","H81647","New Inn Surgery",2019,4.943016288,1
"61718","H81656","Shadbolt Park House Surg",2019,6.195673606,1
"61719","H81658","New Ottershaw Surgery",2019,9.954545968,1
"61720","H81663","Ashley Medical Practice",2019,10.24731045,2
"61721","H81664","Dr R J Pool",2019,11.63408618,2
"61722","H81672","Lantern Surgery",2019,5.434301308,1
"61723","H82003","Meadows Surgery",2019,8.984092184,1
"61724","H82004","Cowfold Surgery",2019,11.71399938,2
"61725","H82005","Cuckfield Medical Centre",2019,8.703213783,1
"61726","H82006","The Petworth Surgery",2019,17.06679734,4
"61727","H82007","Westcourt Medical Centre",2019,14.99986608,3
"61728","H82008","Ship Street Surgery",2019,7.038342117,1
"61729","H82009","St.Lawrence Surgery",2019,13.29841922,3
"61730","H82010","Judges Close Surgery",2019,7.182394122,1
"61731","H82011","Strand Medical Group",2019,18.17386019,4
"61732","H82012","Leacroft Medical Practice",2019,21.92739934,6
"61733","H82013","Langley House Surgery",2019,13.57343973,3
"61734","H82014","Coppice Surgery",2019,14.03774959,3
"61735","H82015","Phoenix Medical Group",2019,10.36670269,2
"61736","H82016","Bersted Green Surgery",2019,22.53767808,6
"61737","H82017","Park Surgery",2019,9.757579258,1
"61738","H82020","Bognor Medical Centre",2019,30.92270831,8
"61739","H82021","Arundel Surgery",2019,15.52033607,4
"61740","H82022","Steyning Health Centre",2019,9.525735934,1
"61741","H82023","Harbour View Healthcare",2019,13.9528765,3
"61742","H82025","Woodlands&Clerklands Partnership",2019,16.46739912,4
"61743","H82026","Saxonbrook Medical Centre",2019,14.59108541,3
"61744","H82027","Rudgwick Medical Centre",2019,9.815584469,1
"61745","H82028","The Courtyard Surgery",2019,9.543768208,1
"61746","H82029","The Manor Practice",2019,18.83036604,5
"61747","H82030","Pulborough Medical Group",2019,10.98456141,2
"61748","H82031","Loxwood Surgery",2019,10.66436863,2
"61749","H82032","Riverbank Medical Centre",2019,13.30424263,3
"61750","H82033","Gossops Green Medical Ctr",2019,20.20307797,5
"61751","H82034","Lime Tree Surgery",2019,14.71605826,3
"61752","H82035","Lindfield Medical Centre",2019,5.993613751,1
"61753","H82036","Orchard Surgery",2019,9.611634732,1
"61754","H82037","Selsey Medical Practice",2019,17.40855462,4
"61755","H82038","Flansham Park Health Centre",2019,12.85004265,3
"61756","H82039","Park Surgery",2019,25.21563427,7
"61757","H82040","Crawley Down Health Centre",2019,6.304021072,1
"61758","H82041","Victoria Road Surgery",2019,21.90467317,6
"61759","H82042","Cathedral Medical Group",2019,15.79949147,4
"61760","H82043","Grove House Surgery",2019,13.66868196,3
"61761","H82044","Dolphins Practice",2019,6.968262185,1
"61762","H82045","Worthing Medical Group",2019,22.03363853,6
"61763","H82046","Broadwater Medical Centre",2019,14.71033,3
"61764","H82047","Bridge Medical Centre",2019,15.16288316,3
"61765","H82048","Avisford Medical Group",2019,15.34931391,3
"61766","H82049","Parklands Surgery",2019,14.40435275,3
"61767","H82050","Ifield Medical Practice",2019,21.08718794,5
"61768","H82051","Lavant Road Surgery",2019,13.98937678,3
"61769","H82052","Pound Hill Medical Group",2019,9.990378327,1
"61770","H82053","Furnace Green Surgery",2019,16.24743859,4
"61771","H82055","Billingshurst Surgery",2019,11.70038478,2
"61772","H82056","Newtons Practice",2019,7.312431675,1
"61773","H82057","Mid Sussex Health Care",2019,8.227394823,1
"61774","H82058","Maywood Health Care Centre",2019,23.28174224,6
"61775","H82059","Willow Green Surgery",2019,14.44929099,3
"61776","H82060","Henfield Medical Centre",2019,10.30282507,2
"61777","H82061","Selden Medical Centre",2019,21.60801905,6
"61778","H82063","Moatfield Surgery",2019,7.499821156,1
"61779","H82064","Southgate Medical Group",2019,21.29362844,5
"61780","H82065","Ball Tree Surgery",2019,19.46705748,5
"61781","H82066","Fitzalan Medical Group",2019,28.13084234,7
"61782","H82067","Tangmere Medical Centre",2019,15.60767102,4
"61783","H82070","Glebe Surgery",2019,10.37351132,2
"61784","H82072","Silverdale Practice",2019,7.901862642,1
"61785","H82076","Cornerways Surgery",2019,10.71700981,2
"61786","H82077","The Croft Surgery",2019,14.05914345,3
"61787","H82078","Southbourne Surgery",2019,11.10487078,2
"61788","H82083","Northbourne Medical Centre",2019,15.20904003,3
"61789","H82084","Brow Medical Centre",2019,9.215403149,1
"61790","H82087","Barn Surgery",2019,9.417274733,1
"61791","H82088","Bewbush Medical Centre",2019,23.65848236,6
"61792","H82089","Riverside Surgery",2019,9.797902469,1
"61793","H82091","New Pond Row Surgery",2019,19.67596795,5
"61794","H82092","Village Surgery",2019,7.857443014,1
"61795","H82095","Witterings Medical Centre",2019,14.53511486,3
"61796","H82096","The Orchard Surgery",2019,20.8463738,5
"61797","H82098","Coachmans Medical Practice",2019,27.00421326,7
"61798","H82099","West Meads Surgery",2019,19.70990475,5
"61799","H82100","Northlands Wood Surgery",2019,7.702688169,1
"61800","H82615","Ouse Valley Practice",2019,12.87730705,3
"61801","H82621","Park View Health Partnership",2019,10.01834171,1
"61802","H82640","Holbrook Surgery",2019,8.452029092,1
"61803","H82641","The Lawns Surgery",2019,19.96599145,5
"61804","H83001","Portland Medical Centre",2019,26.9423438,7
"61805","H83004","The Farley Road Medical Practice",2019,12.92994328,3
"61806","H83005","Upper Norwood Group Practice",2019,23.13692184,6
"61807","H83006","New Addington Group Practice",2019,35.24827293,9
"61808","H83007","Violet Lane Medical Practice",2019,27.86983592,7
"61809","H83008","The Addiscombe Surgery",2019,18.72800558,5
"61810","H83009","Norbury Health Centre (02)",2019,21.21607146,5
"61811","H83010","South Norwood Hill Medical Centre",2019,26.24078973,7
"61812","H83011","North Croydon Medical Centre",2019,31.34609959,8
"61813","H83012","St.James's Medical Centre",2019,32.68010574,8
"61814","H83013","Old Coulsdon Medical Practice",2019,13.56334887,3
"61815","H83014","Queenhill Medical Practice",2019,12.29686272,2
"61816","H83015","Parkside Group Practice",2019,13.60157159,3
"61817","H83016","Keston Medical Practice",2019,14.82783001,3
"61818","H83017","Brigstock & South Norwood Partnership",2019,27.17652466,7
"61819","H83018","Selsdon Park Medical Practice",2019,13.31495815,3
"61820","H83019","Friends Road Medical Practice",2019,25.49040534,7
"61821","H83020","Eversley Medical Centre",2019,30.7433488,8
"61822","H83021","London Road Medical Practice",2019,29.20769598,8
"61823","H83022","Thornton Heath Health Centre",2019,29.95265256,8
"61824","H83023","Morland Road Surgery",2019,23.42915239,6
"61825","H83024","Woodcote Medical",2019,12.23323993,2
"61826","H83027","Parkway Health Centre (01)",2019,33.80669837,9
"61827","H83028","Addington Medical Practice",2019,29.29016293,8
"61828","H83029","Hartland Way Surgery",2019,9.594669798,1
"61829","H83030","Broom Road Medical Practice",2019,29.7443022,8
"61830","H83031","The Haling Park Partnership",2019,20.30683239,5
"61831","H83033","Ashburton Park Medical Centre",2019,27.41999523,7
"61832","H83034","The Whitehorse Practice",2019,36.04248399,9
"61833","H83037","Auckland Surgery",2019,21.88258014,6
"61834","H83039","Stovell House Surgery",2019,17.15385198,4
"61835","H83040","Mitchley Avenue Surgery",2019,8.533427413,1
"61836","H83042","Leander Road Surgery",2019,23.12492805,6
"61837","H83043","Shirley Medical Centre",2019,13.20811877,3
"61838","H83044","East Croydon Medical Centre",2019,20.86930822,5
"61839","H83049","Headley Drive Surgery",2019,36.4813531,9
"61840","H83050","The Moorings Medical Practice",2019,12.79861896,2
"61841","H83051","Thornton & Valley Park Surgery",2019,27.13718493,7
"61842","H83052","Bramley Avenue Surgery",2019,11.45143696,2
"61843","H83053","Parchmore Medical Centre",2019,28.70830134,7
"61844","H83608","Brigstock Family Practice",2019,27.45388827,7
"61845","H83609","Mersham Medical Centre",2019,25.28904935,7
"61846","H83611","Selhurst Medical Practice",2019,31.05528889,8
"61847","H83620","Coulsdon Medical Practice",2019,14.74110048,3
"61848","H83624","Fairview Medical Centre",2019,21.85954925,6
"61849","H83625","Broughton Corner Medical Centre",2019,25.81906025,7
"61850","H83627","Birdhurst Medical Practice",2019,18.68738711,5
"61851","H83631","Greenside Medical Practice",2019,32.26094968,8
"61852","H84002","Brockbank (Park Road)",2019,7.184862109,1
"61853","H84005","Bates (Parkshot Medical Practice)",2019,9.501683284,1
"61854","H84006","Richmond Medical Group",2019,10.30947207,2
"61855","H84007","Jackson (Acorn)",2019,8.806643845,1
"61856","H84010","Canbury Medical Centre",2019,10.65437675,2
"61857","H84012","York Medical Practice",2019,7.964546566,1
"61858","H84014","Lee (Paradise Road)",2019,8.607822433,1
"61859","H84015","Brunswick Surgery",2019,10.82411778,2
"61860","H84016","The Groves Medical Centre",2019,10.76024079,2
"61861","H84017","Hudson (Seymour House)",2019,11.91013571,2
"61862","H84018","Bhatia (Broad Lane)",2019,12.2985807,2
"61863","H84020","Fairhill Medical Practice",2019,12.67173583,2
